words;T1;T2;T3;T4;T5;T6;T7
"8914;fulfil";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4542;author";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4333;memori";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11776;purpo";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2676;biolog";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1376;integr";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7000;recent";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5080;despit";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4883;acetyl";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"10694;paper";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
tuberculoid;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,51E-05
"7902;modern";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"983;complex";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"10888;paper";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
salesperson;2,96E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10082;peopl";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1692;enhanc";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4994;experi";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1746;cation";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2558;french";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
polyethylen;1,74E-06;3,48E-06;5,42E-05;0,000177345;3,37E-05;3,11E-05;4,10E-06
"2914;daniel";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11457;paper";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"6098;object";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10330;great";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"275;prolong";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
superfamili;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;5,77E-05;4,10E-06
"11718;among";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"1480;syrian";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5030;preval";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10225;robot";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6476;advanc";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1775;tropic";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1641;voltag";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7435;integr";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
architectur;1,74E-06;2,44E-05;6,02E-06;1,32E-05;3,37E-05;4,44E-06;7,80E-05
"6925;object";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6168;binari";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"8468;skelet";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"2852;becaus";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
cholesterol;1,74E-06;0,00010105;6,02E-06;2,65E-06;3,37E-05;0,000341685;0,000127193
"8308;despit";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"10636;print";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"5374;modern";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"311;present";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
immunoreact;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,000155311;1,23E-05
polyunsatur;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,000128686;4,10E-06
"4972;becaus";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5071;combin";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"11688;paper";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2436;crimin";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6224;declar";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10139;paper";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7733;object";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"4716;dimens";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"8020;tradit";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"310;esophag";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"10935;paper";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"3631;object";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11789;glass";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"6076;review";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1604;recent";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5838;cognit";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9501;cultur";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"8992;electr";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"3846;common";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1872;recent";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7255;excess";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"8567;ecolog";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1001;recent";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
daratumumab;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,51E-05
"5275;recurr";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6330;growth";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"11348;sever";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"6747;object";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
proteinuria;1,74E-06;3,83E-05;6,02E-06;2,65E-06;3,37E-05;3,11E-05;4,10E-06
"9591;increa";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"3264;ankylo";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
pathologist;1,74E-06;3,14E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;3,69E-05
"763;monitor";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"6756;prefer";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2117;applic";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7755;detect";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"10706;paper";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"8254;ecosim";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7412;increa";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10050;chang";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10492;squar";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6815;recent";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9058;recent";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"1777;conver";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"5448;comput";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
secukinumab;1,74E-06;6,62E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1879;system";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9707;tradit";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"11220;order";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4488;import";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6670;achiev";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1101;vibrat";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"157;antigen";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7382;associ";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"446;primari";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"8681;voltag";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9533;carbon";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
monotherapi;1,74E-06;6,62E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"8844;effect";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"4484;effici";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1699;recent";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10012;studi";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1796;health";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2579;ankylo";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"7591;explor";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"9689;review";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"3799;memori";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6626;advanc";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2288;articl";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"8149;recent";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7264;scienc";1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000101044;4,44E-06;4,10E-06
"10936;infer";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10982;begin";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10612;major";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5703;though";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"10948;three";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4993;object";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1903;measur";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"6959;letter";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
beneficiari;1,22E-05;1,05E-05;3,01E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"8234;experi";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
spectroscop;1,74E-06;3,48E-06;0,000174697;2,65E-06;0,000168407;9,32E-05;4,10E-06
"10309;studi";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11879;addit";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"6431;examin";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9992;object";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2664;recent";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"8414;financ";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
epistemolog;6,45E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"5749;object";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"9179;cocain";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"3984;advanc";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"4370;articl";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7691;explor";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"8998;mental";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"219;resourc";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
interreligi;3,31E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6635;differ";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10270;paper";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11087;rapid";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7541;recent";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5893;aggreg";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"9646;object";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1620;common";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9270;demand";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10333;negat";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10206;paper";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
rheumatolog;1,74E-06;0,000289211;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9866;system";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"961;concept";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"3533;ration";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4753;repeat";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"11702;accur";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4511;mechan";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"8474;examin";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11388;paper";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"8498;associ";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"2599;analyt";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11113;major";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6662;effici";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"3929;recent";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5757;extend";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"4592;object";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
bimaxillari;1,74E-06;5,23E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"3695;analyt";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2680;object";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11925;paper";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1053;impact";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5720;compon";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
saxophonist;1,92E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7197;object";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2359;modern";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"8320;number";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11937;purpo";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"11340;genom";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"7361;almost";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6958;counti";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"6624;object";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"5242;compon";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6526;social";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"888;alzheim";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"10273;studi";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4037;patient";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5097;automat";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7351;cluster";1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000101044;4,44E-06;4,10E-06
"2139;rainwat";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"3205;perform";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"745;consolid";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6881;network";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11711;recent";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"3160;predict";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9713;ambient";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1228;origami";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5302;context";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11256;experi";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9479;tremend";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4152;present";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"1557;nanotub";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2384;network";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4807;nonverb";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10823;degrad";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"3977;present";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11323;physic";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10227;associ";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4066;present";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"8833;network";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10716;recent";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11135;consid";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
adrenoceptor;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,000146436;4,10E-06
"11427;intern";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"653;oxytocin";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5582;develop";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2254;alzheim";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"11581;impact";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"8754;develop";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"9080;support";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9972;develop";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"11631;invent";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6304;develop";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7859;theoret";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"3798;ambient";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"4734;primari";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9918;symmetr";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9543;present";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"9061;kolkata";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"1045;network";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"2261;patient";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"11905;machin";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"8619;tangram";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"7771;current";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"9145;continu";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"6036;alzheim";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"11856;object";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"6156;flexibl";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"5383;hemisph";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"5139;rainwat";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
florianopoli;1,74E-06;3,48E-06;3,01E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"8310;current";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
antiretrovir;1,74E-06;3,14E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;2,05E-05
"10066;destin";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"9978;pattern";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"10779;object";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
