Words;T1_lev1;T2_lev1;T3_lev1;T4_lev1;T5_lev1;T6_lev1;T7_lev1;T8_lev1;T9_lev1;T10_lev1;T1_lev2;T2_lev2;T3_lev2;T4_lev2;T5_lev2;T6_lev2;T7_lev2;T8_lev2;T9_lev2;T10_lev2;T11_lev2;T12_lev2;T13_lev2;T14_lev2;T15_lev2;T16_lev2;T17_lev2;T18_lev2;T19_lev2;T20_lev2;T21_lev2;T22_lev2;T23_lev2;T24_lev2;T25_lev2;T26_lev2;T27_lev2;T28_lev2;T29_lev2;T30_lev2;T32_lev2;T33_lev2;T34_lev2;T35_lev2;T36_lev2;T37_lev2
graphen;0;0;0;0,000686536;0;0;0;0;0;0;3,31E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001990189;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ferment;0;0;0;0,000372358;0;0;0;0;0;0;0,000626561;0;0;0;0;0;0;0;0;0;0;0;0;6,72E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000217565;0
microsc;0;9,68E-06;0;5,41E-05;0;0;4,32E-05;0;0;0;0;7,11E-05;0;0;0;0;0;0;0;2,79E-06;0;0;0;0;0;0;0;0;0;0;0;0,000140531;0;0;0;0;0,000170551;0;0;0;0;0;0;0;0;0
stellar;0;0;5,65E-05;0;0;0;3,33E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000104454;0;0;0;0;0;0;0;0,000188296;0;0;0;0;0;0;0;0;0;0;0;0;0;0
migrain;0;0;0;0;0;0,000272394;0;0;0;0;0;0;0;0;0;6,42E-05;0;0,000742883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
borehol;0;3,46E-05;0;0;0;0;1,94E-05;0;0;0;0;0;0;0;0;0;0;0;0;6,78E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000143767
geochem;0;9,66E-05;0;0;0;0;0;0;0;0;0;0,000109907;0;0;0;0;0;0;0;3,94E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000317696;0
amongst;2,99E-14;2,95E-05;0;9,43E-05;4,54E-05;0;2,02E-06;0;0,000227315;0;0,000169215;0;5,75E-05;0;0;0;9,49E-05;0,000169488;0;6,02E-05;2,22E-07;0;0;5,87E-14;6,57E-05;0;0;0;0,00023981;0,000229702;8,48E-05;0;0;0;0;0;3,50E-05;0;0;8,61E-05;0;0;0;0;0;1,70E-09
piecewi;0;0;0;0;0;0;0;0;0;0,000112387;0;0;0;0;0;0;0;0;0;0;0,00024576;0;0;0;0;0;0;0;0;0;0;0;0,000199952;0;0;0;0;0;0;0;0;0;0;0;0;0
improvi;0;0;0;0;4,58E-05;0;0;4,04E-05;0;0;0;0;0;0;0;0;0;2,08E-05;0;0;0;0;0;3,04E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000335697;0;0;0;0;0;0;0
trimest;0;0;0;0;0;0,000117792;0;0;0;0;0;0;0;0;0;0;0;0,000172922;0,00020033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
neutron;0;0;0;0;0;0;0,000583036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002406114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
simpler;0;6,64E-06;0;4,73E-07;5,99E-06;0;2,76E-05;4,94E-05;0;8,21E-05;0;0;0;0;2,45E-05;0;0;0;0;3,25E-07;5,59E-05;0;2,93E-07;0;0;0;2,99E-05;0;0;0;0;5,22E-05;0,00013553;0;0,000299548;0;5,26E-14;0;4,74E-06;0;0;0;0;0;0;2,89E-05
diamond;0;0;0;2,11E-05;0;0;0,000104679;0;0;0;0;0;0;0;0;0;2,74E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000320207;0;0;0;0;0,000127581
inadequ;1,51E-05;4,87E-05;0;2,33E-05;0;2,13E-05;6,28E-11;2,22E-05;0,000225552;0;0;0;0;3,48E-05;4,12E-05;3,42E-12;0;0;2,13E-05;9,23E-11;0;6,37E-08;0;0;7,67E-05;0;0;0;0,000635002;0;0;3,91E-06;0;0;0;0;0;0;0;0,00010922;0;0;0,000182858;8,26E-05;0,000117614;0
provinc;0;0,000481449;5,39E-05;9,40E-06;1,40E-05;3,45E-08;0;0;1,28E-05;0;0;2,97E-05;0;0;0;0;7,68E-08;1,81E-11;0;0,002303298;0;0;0;0;0;0;0;0;0;0;3,37E-05;0;0;0;0;0;0;0;0;0;0;0,000272292;0;0;0;0
hematit;0;0;0;9,31E-05;0;0;0;0;0;0;0,000127335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000103806;0
algebra;0;0;0;0;0;0;0;2,45E-05;0;0,000252882;0;6,35E-05;0;0;0;0;0;0;0;0;0,00080486;0;0,00033143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
clariti;0;2,80E-05;0;0;8,34E-06;0;0;6,92E-06;7,21E-05;0;0;0,000158616;0;0;0;0;0;0;0;0;0;3,26E-13;3,06E-05;0;2,04E-05;0;7,64E-05;0;4,74E-05;0;0;0;0;0;0;0;0;0;0;7,78E-05;0;0;0;0;0;0
concert;6,47E-05;4,01E-05;0;0;1,84E-05;0;5,89E-06;1,27E-05;3,99E-06;0;0;0;0;0;0;0;8,30E-05;0;1,78E-06;0,000207759;3,37E-05;0;0;0;0;0;0;0,000129108;0;0;0;0;0;1,87E-09;0;5,32E-05;0;0;0;0;0;0;6,79E-08;0;0;0
comfort;0;0;0;0;0,00017124;0;2,12E-05;0,000242464;0,000202688;0;0;0;0,00014623;0;0;0;0;6,73E-05;0,000123379;0;0;0;0;3,41E-05;0;0;4,98E-05;0;6,87E-06;0,000645849;0;0;0;0;0;0;0;0;0,00147268;0;0;0;0;0;0;0
landfil;0;0,00054084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000970269;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001520414;0
leachat;0;0,000263981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000362284;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000862881;0
leaflet;0;0;2,86E-05;0;0;4,64E-05;0,000106444;0;0;0;0;0;0;0,000799301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
psoriat;0;0;0;0;0;0,00051534;0;0;0;0;0;0;0;0;0;0;0;0;0,001721483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
randomi;0;0;0;0;0;0,000152058;0;0;0;1,71E-05;0;0;0;0;0;0;0;4,02E-05;0,000392377;0;4,63E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,21E-11;0;0;0;0;0;0,000152776;0;0
contour;0;0,000191491;0;0;0;0;0,000121938;0;0;0,000177451;0;0,000117814;0;0;0;0,000557749;0;0;0;0;0;0;0;0;3,75E-05;0;0;0;0;0;0;0,00032319;0;0;0;0;0;0;0;0;0;0,000914442;0;0;0;0,000147126
ternari;0;0;1,70E-07;0;0;1,38E-05;0;3,73E-05;0;1,94E-05;9,81E-14;0;0;4,04E-11;0;0,000192998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,69E-05;0;0;0;0;0;0;0;0;0
cochran;0;0;0;0;0;0,00014724;0;0;0;0;0;0;0;0;0;0;0;0;0,000491859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
librari;0;0;0,000253543;0,000113704;0;0;0;0,000534053;0,000148441;3,15E-05;1,91E-07;0,000254758;0;0;0,002054778;5,20E-13;0;0;0,000277758;0;0;0;0;0;0;0,000111795;0;0;0;0;0;0;0;0;0,000338099;0;0,000664884;0;0;0;0;0;0;0;0;0
adiabat;0;0;0;0;0;0;5,14E-05;2,27E-07;0;0;0;0;0;0;1,99E-05;0;0;0;0;0;4,23E-05;0;0;5,53E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,54E-05
atheist;0;0;0;0;5,55E-05;0;0;0;0;0;0;0;0,000297688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
seventi;0;0;1,86E-06;0;2,46E-05;9,91E-05;1,87E-05;0;0;2,13E-06;0;0;4,60E-05;0,000143068;0;0;0;4,45E-05;4,50E-05;0;0;0;0;0;0;4,78E-05;6,28E-05;0;0;0;5,84E-05;0;0;0;0;5,54E-06;0;0;0;0;3,26E-05;0;0;0,00015615;0;0
lordosi;0;0;0;0;0;6,63E-05;0;0;0;0;0;0;0;0;0;0;0;0;0,000221342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
scanner;0;0;0;0;0;4,55E-05;6,45E-05;0,000143842;0;5,41E-05;0;5,58E-05;0;0;5,88E-16;0,000322663;0;0;1,59E-05;0;0;0;0;0;0;0;0;0;0;0;3,01E-05;0,000754013;0;0;0;9,08E-05;0;0;0;0;0;1,83E-05;0;0;0;0
glacier;0;0;0;0,001128711;0;0;0;0;0;0;0;0,003140318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
distant;6,99E-05;5,77E-06;7,70E-05;0;3,02E-05;0;0;0;0;2,37E-05;0;0;0;0;0;2,82E-05;0;0;0;3,42E-05;0;5,72E-05;0,000106334;0;0;0,0001476;2,37E-05;2,53E-05;0;5,91E-05;0;3,39E-05;0;0;0;0;0,000229987;0;0;0;0;0;0;2,97E-13;0;0
epiderm;0,000202891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000245533;0;0;0;0;0;0;0;0;0;0;0;1,28E-05;0;0;0,000324598;9,77E-05;0;0
lobular;1,20E-05;0;0;0;0;2,68E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,63E-05;0;0;0;0;0;0;0;0;0;9,15E-09;0;0;0;0;0;0;0;8,58E-05;0;0
metasta;7,56E-05;0;0;0;0;2,53E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,50E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000370834;0;0
riccati;0;0;0;0;0;0;2,02E-05;0;0;1,15E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000111735;0;0;0;0;0;0;0;0;0;0;0;0;0
analyst;0;0;0;0;0;0;0;4,28E-05;5,43E-05;0;0;0;0;0;0,000188371;0;0;0;0;0;0;0;0;5,26E-06;0;0;0;0;2,89E-09;0;0;0;0;0;0;0;0;0;0;0,000110149;0;0;0;0;0;0
anomali;2,11E-06;4,56E-05;0,000120247;0;0;4,49E-05;0;0,000575349;0;6,16E-05;0;0,000494572;0;0,000653902;0,002403604;0;0;0;0;0;0;4,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cystein;3,76E-05;0;0;0,000473971;0;0;0;0;0;0;0,001111963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,02E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
butanol;0;0;0;9,31E-05;0;0;0;0;0;0;0,000220898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hydroli;0;0;0;0,000116362;0;0;0;0;0;0;0,000276119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alumina;0;0;0;3,23E-05;0;0;6,07E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,68E-05;0;0;0;0;0;0;0;0,000342101;0;0;0;0;0;0;0;0;0;0;0;0;2,34E-09;0
furnish;0;0;0;2,77E-05;0;0;0;0;3,64E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,77E-05;0;0;3,78E-05;0;0;0;0;0;0;0;0;0;0;4,45E-05;0;0;0;0;6,36E-08;5,36E-05;0
hypoxia;0,000502817;0;0;0;0;0;0;0;0;0;0;0;0;8,55E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001040092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ballist;0;0;0;2,03E-05;0;0;2,40E-05;0;1,30E-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,40E-05;0;0;0;0;0;0;9,58E-05;2,64E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
billion;0;2,27E-05;9,06E-05;0;0;1,96E-16;0;6,01E-05;5,30E-05;0;0;0;0;4,77E-05;4,58E-05;0;8,76E-05;0;0;5,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000150158;2,19E-07;0,000119931;0,000152421;0;0;0;0;0;0
council;0;3,41E-05;0;0;0;0;0;0;5,44E-05;9,14E-06;0;7,38E-05;0;0;0;0;0;0;0;0,000201945;0;0;0;0;8,18E-05;0;0;0;7,92E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
payload;0;0;0;0;0;0;0;4,89E-05;0;0,000102317;0;6,30E-05;0;0;0,000157399;4,34E-06;0;0;0;0;0;0;9,55E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000558441;0;0;0;0;0
chicken;6,93E-05;0;1,00E-10;0,000571835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0001996;0;0;0;0;0;0,001995291;3,78E-11;0
retreat;0;4,02E-05;0;9,56E-06;5,64E-06;6,77E-06;0;0;0;0;0;0,000228098;2,89E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,01E-05;0;0
steroid;0,000122744;0;3,25E-05;0;0;0,000268769;0;0;0;0;0,000116106;0;0;1,89E-16;0;0;0;0;0,000745355;0;0;0;0;0;0;5,51E-05;0;8,83E-05;0;0;0;0;0;0;0;4,16E-05;2,25E-15;0;0;0;0;0;0;0,00042834;0;0
fifteen;0;6,65E-06;0;4,75E-05;1,33E-05;3,54E-05;2,27E-05;8,79E-06;4,84E-05;1,12E-05;6,00E-05;0;3,83E-05;4,19E-05;1,97E-09;3,46E-05;5,31E-05;1,64E-05;0;0;1,64E-05;0,000133004;0;6,53E-05;0,00013975;0;0;0;2,11E-10;0;4,26E-05;0;0;0;3,17E-09;0;0;0;4,20E-05;0;0;0;0;7,07E-05;0;0
blockad;0,000220534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,88E-05;0;0;0;0;0;0;0;0,000290065;0,000339929;0;0;0;0;0;0;0;0;0
cranial;0;0;0;0;0;0;0;0;6,30E-05;0;0;0;0;0;0;0;0;0;9,52E-05;0;0;0;0;0;0;0;0;0;0;0;0;0,000139583;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bladder;0,000118286;0;0;2,30E-05;0;7,76E-05;2,27E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000176553;0;0;0;0;0;0;0;0;0;0;0;0,000967126;0;0
dialysi;3,21E-05;0;0;0;0;6,15E-05;0;0;0;0;0,000155617;0;0;0,000191721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,38E-05;0;0;0;0;0;0;0;0;0;0
perpetu;0;4,44E-06;2,39E-05;0;4,48E-05;0;0;0;1,85E-05;0;0;0;0,000176335;0;0;0;0;5,15E-05;0;0;0;0;0;2,90E-05;0;4,73E-05;0;0;0;2,38E-05;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;2,02E-05;0;0
certifi;0;3,69E-05;0;2,12E-05;0;1,19E-05;0;1,99E-05;0;0;0;0;4,63E-05;0;0;0;5,07E-13;0;5,90E-05;3,46E-13;0;0;6,02E-05;0;0;0;0;0;1,42E-05;0;0;4,04E-05;0;0;0;0;0;0;0;0;0;2,96E-05;0,000118659;0;3,69E-05;0
biofilm;0;0;0;0,00115198;0;0;2,34E-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003032731;0
catalyt;4,45E-05;0;8,91E-05;0,000522433;0;0;0;0;0;0;0,001051361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,40E-05;0;0,000123926;0;0;0;0,00029209;0;0;0;0;0;0;0;0;0;0;4,52E-05;0;0;0
phantom;0;0;8,17E-13;0;0;2,56E-05;0,00020959;5,00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,33E-15;0;0;0;0;0;0;0,000243761;0;0;0;0;0;0;0,000740408
sociabl;2,07E-05;0;0;0;0,000164655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000568216;0;0;0;0;0;0;0;0;0,000192203;0;0;0;0;0;0;0;0;0;0
impervi;0;0,000122333;0;0;0;0;0;0;0;0;0;0,000148546;0;0;1,10E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000396386;0;0;0;0
struggl;0;0;0;0;1,78E-11;0;0;1,10E-05;0,000129405;0;0;0;0,000199874;0;2,61E-05;0;0;0;0;0,000189718;0;0;0;0;0,000153727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
juvenil;7,54E-06;0;0,000410418;0;0;9,27E-05;0;0;0;0;0;0;0,000101385;0;0;0;0;0;0,000359894;9,77E-09;0;0;0;0;0;0,000385708;0;6,30E-06;0;3,04E-05;0;0;0;0;0;0;0;0,000295069;0;0;0;0;8,43E-05;0;0;0
probiot;0;0;0,000370599;0;0;0,000203263;0;0;0;0;5,62E-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,00E-06;0;0;0;0;0;0;0;0;0;0,000220376;0;0;0;0;0;0,001946729;0;0
subtili;0;0;0,000108879;9,73E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,67E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000483078;0
announc;0;0;0;0;1,96E-05;0;6,18E-06;4,22E-05;1,27E-05;0;0;0;0;0;0;0;7,08E-05;0;0;0;0;0,000118925;7,74E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000107357;0;0;0;0;0;0;0
cryptic;0;0;7,56E-05;0;0;0;0;1,39E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000154299;0;0;0;0;0;0;0;0;0;0;0;0;2,32E-05;0;0;0;0;0;0;0
everywh;0;0;0;0;0;0;0;5,30E-05;3,48E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;4,45E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000191715;0;0;0;0;0;0;0
kitchen;0;1,78E-05;0;0;0;7,73E-06;0;1,54E-05;0;0;0;0;0;0;0;0;8,32E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,43E-05;0;0;1,14E-09;0;4,41E-05;0;0
pacemak;3,24E-05;0;0;0;0;0;0;9,92E-06;0;2,51E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000183378;0;0;0;6,12E-05;0;0;0;0;0;0;0;0;0;0;2,15E-05;0;0;0;0;0;0;0
inquiri;0;0;3,01E-06;0;3,15E-05;0;0;0;0,000118839;0;0;0;6,28E-05;0;0;0;0;0;0;0;0;0,000180126;0;0;0,000263021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,73E-05;0;0;0;0;0;0
lithium;9,34E-06;0;0;4,97E-05;0;3,46E-05;0,000111309;0;0;9,67E-06;0;0;0;0;0;0;0;0;0;0;0;0,000102593;0;0,000176771;0;0;0;4,09E-12;0;0;0;0,000506961;0;0;0;0;0;0;0;0;0;0;0;0;9,25E-05;0
sulphat;0;0;0;0,000360722;0;0;0;0;0;0;0,000220471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000705044;0
sulphur;0;0;0;0,000104726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000275713;0
immobil;3,25E-05;0;0;0,000300652;0;2,56E-05;0;0;0;0;0,000455844;0;0;0;0;0;0;0;9,19E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000117402;0;0;0;0;0;0;2,04E-05;0,00025808;0
plasmon;0;0;0;8,15E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000236616;0;0;0;0;0;0;0;0;0;0;0;0;0;0
convinc;0;0;4,21E-05;0;2,01E-05;3,80E-05;0;0;5,11E-05;1,73E-05;0;0;9,54E-05;8,95E-05;0;6,09E-05;0;4,82E-05;0;0;0;0;0;0;0,000209468;4,16E-05;0;0;0;2,83E-15;0;0;0;0;0;0;3,69E-05;4,63E-16;0;0;3,35E-05;0;0;5,09E-05;0;0
kinship;0;0;0,000145854;0;2,40E-06;0;0;0;0;0;0;0;2,91E-05;0;0;0,000144545;0;0;0;0;0;0;0;0;0;5,94E-05;3,83E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
symbiot;0;3,19E-06;0,000195497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000195986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000225168;0;0;0;0;0;0,000116935;0;0;0
autosom;0;0;0,000277411;0;0;0;0;0;0;0;0;0;0;0,000192692;0;0;0;0;0;0;0;0;0;0;0;0,000491314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dimorph;1,33E-05;0;8,44E-05;0;7,10E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000370619;0;0;0;0,000284197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
buoyant;0;0;0;0;0;0;5,17E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,22E-06;0;0;0;0;0;0;0;0;0;0;0;0,000158135
floccul;0;0,000276859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001317254;0
swedish;2,52E-05;0;0;0;0;3,20E-05;0;4,58E-06;0,000166376;0;0;0;0,000216978;7,27E-05;0;2,45E-05;0;8,79E-05;0;0;0;0;0;6,29E-05;0,000324998;0;0;5,53E-05;1,80E-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fictiti;0;0;0;0;4,88E-05;0;0;0;1,56E-05;1,65E-05;0;0;0,000151744;0;0;0;0;0;2,42E-05;0;1,02E-05;0;0;0;3,75E-05;0;3,68E-14;0;0;0,000103554;0;0;0;0;0;0;0;0;0;0;7,69E-05;0;0;0;0;0
fission;9,74E-06;0;4,11E-05;0;0;0;7,66E-05;1,58E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000317651;0;4,45E-05;0;5,83E-05;0;0;0;0;0;0;0;0;1,36E-07;0;5,62E-05;0;0;0;0;0;0;0
unfavor;0;1,58E-05;4,94E-05;0;3,90E-05;1,67E-05;0;0;0;1,19E-05;0;0;6,93E-05;0;0;0;0;8,33E-05;0;3,19E-05;0;2,97E-05;0;3,78E-05;0;3,13E-05;4,87E-05;0;0;0;0;0;0;0;0;0;7,32E-05;0;0;0;3,74E-05;0;9,23E-05;0;0;0
debilit;1,14E-05;0;1,30E-05;0;2,35E-05;1,07E-05;1,46E-05;0;0;0;0;0;0;0;0;0;0;1,11E-15;0;0;0;0;0;0;0;0;9,58E-05;0;0;0;0;0;0;0;0;5,50E-05;5,90E-05;0;0;0;0;0;0;0;0;4,60E-05
thicker;0;0;1,60E-05;0;4,59E-06;1,03E-05;7,75E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,62E-05;0;0,000313163;0;0;0;0;0;0;0;0;4,23E-05;0;0;0;0;5,98E-05
mannana;0;0;0;9,31E-05;0;0;0;0;0;0;0,000220898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
prebiot;0;0;7,19E-05;3,84E-05;0;1,39E-08;0;0;0;0;6,48E-05;6,06E-05;0;3,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;7,82E-16;0;0;0;0;0;0;0;0;7,66E-05;0;0;0;0;0;0;4,83E-05;0;0
autolog;1,52E-05;0;0;0;0;5,36E-05;0;0;0;0;0;0;0;0;0;0;0;0;7,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0,000160071;0;0;0;0;0;0;0;0;0;0;0;5,39E-05;0;0
british;0;1,06E-05;7,30E-05;0;5,35E-05;2,90E-05;5,75E-06;0;5,68E-05;0;0;0;0,00048129;0,000100438;0;0;5,60E-05;0;0;0;0;0;0;0;0;0,000143579;0;0;0;0;0;7,69E-05;0;0;0;0;0;0;0;1,07E-06;0;0;0;0;2,45E-05;0
triplic;0;0;9,18E-05;0;0;2,00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000187757;0;0;0;0;0;3,70E-05;0;0;0;0;0;2,33E-05;0;0;0;0;0;4,84E-05;1,53E-05;0
extinct;0,000290147;0;0,000166924;0;0,000138117;0;0;0;0;0;0;1,12E-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001695826;0;0;0;0;0;0;0,000498532;0;0;0
reevalu;0;0;0;1,21E-05;6,43E-06;3,49E-05;7,65E-06;0;0;5,24E-06;0;3,21E-05;0;0,000104047;0;0;0;0;2,01E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,96E-05;0;0;0;0;3,56E-05;0;0;0;0;2,42E-05
unitari;0;0;0;0;1,97E-05;0;2,55E-05;0;0;0;0;0;4,47E-05;0;0;0;0;1,07E-05;0;0;0;0;0,000161397;0;0;0;0;0;0;0;0;0;0;0;0;2,74E-05;0;0;0;0;0;0;0;0;0;0
rethink;0;5,77E-06;0;0;0;0;0;2,18E-05;2,36E-05;0;0;0;2,89E-05;0;9,19E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;2,78E-05;0;2,25E-05;0;0;0;0;0;0;0;0;0;0;2,99E-05;0;0;0;0
